ProductCLass	Product	Description	ProductCurrency	NegotiationLot	PriceLot	ISIN	Dt_Issue	Dt_Expiry	Index Rate	PctRate	Dt_CashMaturity	Liquidity	Rating	Dt_Com	Dt_CashFlow	Cash Flow Currency	Fixed Coupon	Coupon Time Basis	Coupon Rate Basis	Coupon Rate Frequency	Dt_StartCoupon	Dt_EndCoupon	Float Index	Is Fixing Period	Dt_Fixing	Dt_StartFloat	Dt_EndFloat	Principal Indexed Index	Dt_StartIndex	Dt_EndIndex	Principal Amortization Pct	Forward	PU Effective Payment	LinkedProduct	Base Price	Price Fixing Date	Float Fixing Date	Float Start	Float End Date	Float Spread	Float Rate Basis	Float Time Basis	Dt_StartAccrual	Dt_FirstPayment	Annual Payment Frequency
Global Bonds	STAREN 6.75% 04/24/33	STAR ENERGY GEOTHERMAL WAYANG WINDU LTD	USD	1	100	USG84393AC49		04/24/2033					BB	04/21/2021	04/26/2021	USD	6.75	30/360 ISMA	Linear	1	10/24/2020	04/24/2021									2.03														
Global Bonds	STAREN 6.75% 04/24/33	STAR ENERGY GEOTHERMAL WAYANG WINDU LTD	USD	1	100	USG84393AC49		04/24/2033					BB	10/21/2020	10/26/2020	USD	6.75	30/360 ISMA	Linear	1	04/24/2020	10/24/2020																							
Global Bonds	STAREN 6.75% 04/24/33	STAR ENERGY GEOTHERMAL WAYANG WINDU LTD	USD	1	100	USG84393AC49		04/24/2033					BB	04/21/2020	04/24/2020	USD	6.75	30/360 ISMA	Linear	1	10/24/2019	04/24/2020									1.3														
Global Bonds	STAREN 6.75% 04/24/33	STAR ENERGY GEOTHERMAL WAYANG WINDU LTD	USD	1	100	USG84393AC49		04/24/2033					BB	10/21/2019	10/24/2019	USD	6.75	30/360 ISMA	Linear	1	04/24/2019	10/24/2019									3.8														
Global Bonds	STAREN 6.75% 04/24/33	STAR ENERGY GEOTHERMAL WAYANG WINDU LTD	USD	1	100	USG84393AC49		04/24/2033					BB	04/18/2019	04/24/2019	USD	6.75	30/360 ISMA	Linear	1	10/24/2018	04/24/2019									2.5														
Global Bonds	STAREN 6.75% 04/24/33	STAR ENERGY GEOTHERMAL WAYANG WINDU LTD	USD	1	100	USG84393AC49		04/24/2033					BB	10/19/2018	10/24/2018	USD	6.75	30/360 ISMA	Linear	1	04/24/2018	10/24/2018									1.7														
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/16/2025	07/21/2025	USD	5.5	30/360 ISMA	Linear	1	01/21/2025	07/21/2025									100														
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/15/2025	01/21/2025	USD	5.5	30/360 ISMA	Linear	1	07/21/2024	01/21/2025																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/17/2024	07/22/2024	USD	5.5	30/360 ISMA	Linear	1	01/21/2024	07/21/2024																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/17/2024	01/22/2024	USD	5.5	30/360 ISMA	Linear	1	07/21/2023	01/21/2024																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/18/2023	07/21/2023	USD	5.5	30/360 ISMA	Linear	1	01/21/2023	07/21/2023																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/18/2023	01/23/2023	USD	5.5	30/360 ISMA	Linear	1	07/21/2022	01/21/2023																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/18/2022	07/21/2022	USD	5.5	30/360 ISMA	Linear	1	01/21/2022	07/21/2022																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/18/2022	01/21/2022	USD	5.5	30/360 ISMA	Linear	1	07/21/2021	01/21/2022																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/16/2021	07/21/2021	USD	5.5	30/360 ISMA	Linear	1	01/21/2021	07/21/2021																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/15/2021	01/21/2021	USD	5.5	30/360 ISMA	Linear	1	07/21/2020	01/21/2021																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/16/2020	07/21/2020	USD	5.5	30/360 ISMA	Linear	1	01/21/2020	07/21/2020																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/15/2020	01/21/2020	USD	5.5	30/360 ISMA	Linear	1	07/21/2019	01/21/2020																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/17/2019	07/22/2019	USD	5.5	30/360 ISMA	Linear	1	01/21/2019	07/21/2019																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/16/2019	01/22/2019	USD	5.5	30/360 ISMA	Linear	1	07/21/2018	01/21/2019																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/18/2018	07/23/2018	USD	5.5	30/360 ISMA	Linear	1	01/21/2018	07/21/2018																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/17/2018	01/22/2018	USD	5.5	30/360 ISMA	Linear	1	07/21/2017	01/21/2018																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/18/2017	07/21/2017	USD	5.5	30/360 ISMA	Linear	1	01/21/2017	07/21/2017																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/18/2017	01/23/2017	USD	5.5	30/360 ISMA	Linear	1	07/21/2016	01/21/2017																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	07/18/2016	07/21/2016	USD	5.5	30/360 ISMA	Linear	1	01/21/2016	07/21/2016																							
Global Bonds	NPNSJ 5.50% 07/21/25	MYRIAD INTERNATIONAL HOLDINGS BV	USD	1	100	USN5946FAC16		07/21/2025					BBB	01/15/2016	01/21/2016	USD	5.5	30/360 ISMA	Linear	1	07/21/2015	01/21/2016																							
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						06/27/2023	06/30/2023	USD	6.5	Act360	Linear	1	03/31/2023	06/30/2023	USD LIBOR 3M	True	03/29/2023	03/31/2023	06/30/2023				100														
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						03/28/2023	03/31/2023	USD	6.5	Act360	Linear	1	12/30/2022	03/31/2023	USD LIBOR 3M	True	12/28/2022	12/30/2022	03/31/2023																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						12/27/2022	12/30/2022	USD	6.5	Act360	Linear	1	09/30/2022	12/30/2022	USD LIBOR 3M	True	09/28/2022	09/30/2022	12/30/2022																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						09/27/2022	09/30/2022	USD	6.5	Act360	Linear	1	06/30/2022	09/30/2022	USD LIBOR 3M	True	06/28/2022	06/30/2022	09/30/2022																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						06/27/2022	06/30/2022	USD	6.5	Act360	Linear	1	03/31/2022	06/30/2022	USD LIBOR 3M	True	03/29/2022	03/31/2022	06/30/2022																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						03/28/2022	03/31/2022	USD	6.5	Act360	Linear	1	12/31/2021	03/31/2022	USD LIBOR 3M	True	12/29/2021	12/31/2021	03/31/2022																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						12/28/2021	12/31/2021	USD	6.5	Act360	Linear	1	09/30/2021	12/31/2021	USD LIBOR 3M	True	09/28/2021	09/30/2021	12/31/2021																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						09/27/2021	09/30/2021	USD	6.5	Act360	Linear	1	06/30/2021	09/30/2021	USD LIBOR 3M	True	06/28/2021	06/30/2021	09/30/2021																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						06/24/2021	06/28/2021	USD	6.5	Act360	Linear	1	03/29/2021	06/28/2021	USD LIBOR 3M	True	03/25/2021	03/29/2021	06/28/2021																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						03/25/2021	03/29/2021	USD	6.5	Act360	Linear	1	12/31/2020	03/29/2021	USD LIBOR 3M	True	12/29/2020	12/31/2020	03/29/2021																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						12/24/2020	12/30/2020	USD	6.5	Act360	Linear	1	09/30/2020	12/31/2020	USD LIBOR 3M	True	09/28/2020	09/30/2020	12/31/2020																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						09/23/2020	09/28/2020	USD	6.5	Act360	Linear	1	06/29/2020	09/28/2020	USD LIBOR 3M	True	06/25/2020	06/29/2020	09/28/2020																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						06/25/2020	06/29/2020	USD	6.5	Act360	Linear	1	03/31/2020	06/29/2020	USD LIBOR 3M	True	03/27/2020	03/31/2020	06/29/2020																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						03/26/2020	03/31/2020	USD	6.5	Act360	Linear	1	12/31/2019	03/31/2020	USD LIBOR 3M	True	12/27/2019	12/31/2019	03/31/2020																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						12/26/2019	12/31/2019	USD	6.5	Act360	Linear	1	09/30/2019	12/31/2019	USD LIBOR 3M	True	09/26/2019	09/30/2019	12/31/2019																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						09/25/2019	09/30/2019	USD	6.5	Act360	Linear	1	06/28/2019	09/30/2019	USD LIBOR 3M	True	06/26/2019	06/28/2019	09/30/2019																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						06/25/2019	06/28/2019	USD	6.5	Act360	Linear	1	03/29/2019	06/28/2019	USD LIBOR 3M	True	03/27/2019	03/29/2019	06/28/2019																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						03/26/2019	03/29/2019	USD	6.5	Act360	Linear	1	12/28/2018	03/29/2019	USD LIBOR 3M	True	12/27/2018	12/28/2018	03/29/2019																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						12/26/2018	12/28/2018	USD	6.5	Act360	Linear	1	09/28/2018	12/28/2018	USD LIBOR 3M	True	09/26/2018	09/28/2018	12/28/2018																		
Global Bonds	OKEAAS LIBOR3M 6.5 06/28/23	OKEA AS (Exploration & Production)	USD	1	100	NO0010826852		06/28/2023						09/25/2018	09/28/2018	USD	6.5	Act360	Linear	1	06/28/2018	09/28/2018	USD LIBOR 3M	True	06/26/2018	06/28/2018	09/28/2018																		
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	10/09/2026	10/15/2026	USD	6.625	30/360 ISMA	Linear	1	04/15/2026	10/15/2026									100														
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	04/10/2026	04/15/2026	USD	6.625	30/360 ISMA	Linear	1	10/15/2025	04/15/2026																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	10/09/2025	10/15/2025	USD	6.625	30/360 ISMA	Linear	1	04/15/2025	10/15/2025																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	04/10/2025	04/15/2025	USD	6.625	30/360 ISMA	Linear	1	10/15/2024	04/15/2025																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	10/09/2024	10/15/2024	USD	6.625	30/360 ISMA	Linear	1	04/15/2024	10/15/2024																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	04/10/2024	04/15/2024	USD	6.625	30/360 ISMA	Linear	1	10/15/2023	04/15/2024																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	10/11/2023	10/16/2023	USD	6.625	30/360 ISMA	Linear	1	04/15/2023	10/15/2023																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	04/12/2023	04/17/2023	USD	6.625	30/360 ISMA	Linear	1	10/15/2022	04/15/2023																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	10/12/2022	10/17/2022	USD	6.625	30/360 ISMA	Linear	1	04/15/2022	10/15/2022																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	04/12/2022	04/18/2022	USD	6.625	30/360 ISMA	Linear	1	10/15/2021	04/15/2022																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	10/12/2021	10/15/2021	USD	6.625	30/360 ISMA	Linear	1	04/15/2021	10/15/2021																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	04/12/2021	04/15/2021	USD	6.625	30/360 ISMA	Linear	1	10/15/2020	04/15/2021																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	10/09/2020	10/15/2020	USD	6.625	30/360 ISMA	Linear	1	04/15/2020	10/15/2020																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	04/09/2020	04/15/2020	USD	6.625	30/360 ISMA	Linear	1	10/15/2019	04/15/2020																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	10/09/2019	10/15/2019	USD	6.625	30/360 ISMA	Linear	1	04/15/2019	10/15/2019																							
Global Bonds	MIICF 6.625% 10/15/26	MILLICOM INTERNATIONAL CELLULAR SA	USD	1	100	XS1894610119		10/15/2026					B	04/10/2019	04/15/2019	USD	6.625	30/360 ISMA	Linear	1	10/16/2018	04/15/2019																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	11/06/2024	11/12/2024	USD	5.875	30/360 ISMA	Linear	1	05/09/2024	11/09/2024									100														
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	05/06/2024	05/09/2024	USD	5.875	30/360 ISMA	Linear	1	11/09/2023	05/09/2024																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	11/06/2023	11/09/2023	USD	5.875	30/360 ISMA	Linear	1	05/09/2023	11/09/2023																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	05/04/2023	05/09/2023	USD	5.875	30/360 ISMA	Linear	1	11/09/2022	05/09/2023																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	11/04/2022	11/09/2022	USD	5.875	30/360 ISMA	Linear	1	05/09/2022	11/09/2022																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	05/04/2022	05/09/2022	USD	5.875	30/360 ISMA	Linear	1	11/09/2021	05/09/2022																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	11/04/2021	11/09/2021	USD	5.875	30/360 ISMA	Linear	1	05/09/2021	11/09/2021																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	05/05/2021	05/10/2021	USD	5.875	30/360 ISMA	Linear	1	11/09/2020	05/09/2021																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	11/04/2020	11/09/2020	USD	5.875	30/360 ISMA	Linear	1	05/09/2020	11/09/2020																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	05/06/2020	05/11/2020	USD	5.875	30/360 ISMA	Linear	1	11/09/2019	05/09/2020																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	11/06/2019	11/12/2019	USD	5.875	30/360 ISMA	Linear	1	05/09/2019	11/09/2019																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	05/06/2019	05/09/2019	USD	5.875	30/360 ISMA	Linear	1	11/09/2018	05/09/2019																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	11/06/2018	11/09/2018	USD	5.875	30/360 ISMA	Linear	1	05/09/2018	11/09/2018																							
Global Bonds	INDYIJ 5.875% 11/09/24	INDIKA ENERGY CAPITAL III PTE LTD	USD	1	100	USY39694AA51		11/09/2024					BB	05/04/2018	05/09/2018	USD	5.875	30/360 ISMA	Linear	1	11/09/2017	05/09/2018																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	02/06/2026	02/11/2026	USD	5.15	30/360 ISMA	Linear	1	08/11/2025	02/11/2026									100														
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	08/06/2025	08/11/2025	USD	5.15	30/360 ISMA	Linear	1	02/11/2025	08/11/2025																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	02/06/2025	02/11/2025	USD	5.15	30/360 ISMA	Linear	1	08/11/2024	02/11/2025																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	08/07/2024	08/12/2024	USD	5.15	30/360 ISMA	Linear	1	02/11/2024	08/11/2024																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	02/07/2024	02/12/2024	USD	5.15	30/360 ISMA	Linear	1	08/11/2023	02/11/2024																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	08/08/2023	08/11/2023	USD	5.15	30/360 ISMA	Linear	1	02/11/2023	08/11/2023																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	02/08/2023	02/13/2023	USD	5.15	30/360 ISMA	Linear	1	08/11/2022	02/11/2023																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	08/08/2022	08/11/2022	USD	5.15	30/360 ISMA	Linear	1	02/11/2022	08/11/2022																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	02/08/2022	02/11/2022	USD	5.15	30/360 ISMA	Linear	1	08/11/2021	02/11/2022																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	08/06/2021	08/11/2021	USD	5.15	30/360 ISMA	Linear	1	02/11/2021	08/11/2021																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	02/08/2021	02/11/2021	USD	5.15	30/360 ISMA	Linear	1	08/11/2020	02/11/2021																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	08/06/2020	08/11/2020	USD	5.15	30/360 ISMA	Linear	1	02/11/2020	08/11/2020																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	02/06/2020	02/11/2020	USD	5.15	30/360 ISMA	Linear	1	08/11/2019	02/11/2020																							
Global Bonds	GAZPRU 5.15% 02/11/2026	GAZPROM GAZ CAPITAL SA	USD	1	100	XS1951084471		02/11/2026					BBB	08/07/2019	08/12/2019	USD	5.15	30/360 ISMA	Linear	1	02/11/2019	08/11/2019																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	03/22/2079	03/27/2079	USD	7.125	30/360 ISMA	Linear	1	01/06/2079	03/27/2079									100														
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	01/03/2079	01/06/2079	USD	7.125	30/360 ISMA	Linear	1	07/06/2078	01/06/2079																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	06/30/2078	07/06/2078	USD	7.125	30/360 ISMA	Linear	1	01/06/2078	07/06/2078																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	01/03/2078	01/06/2078	USD	7.125	30/360 ISMA	Linear	1	07/06/2077	01/06/2078																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	06/30/2077	07/06/2077	USD	7.125	30/360 ISMA	Linear	1	01/06/2077	07/06/2077																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	12/31/2076	01/06/2077	USD	7.125	30/360 ISMA	Linear	1	07/06/2076	01/06/2077																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	06/30/2076	07/06/2076	USD	7.125	30/360 ISMA	Linear	1	01/06/2076	07/06/2076																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	12/31/2075	01/06/2076	USD	7.125	30/360 ISMA	Linear	1	07/06/2075	01/06/2076																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	07/02/2075	07/08/2075	USD	7.125	30/360 ISMA	Linear	1	01/06/2075	07/06/2075																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	01/02/2075	01/07/2075	USD	7.125	30/360 ISMA	Linear	1	07/06/2074	01/06/2075																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	07/02/2074	07/06/2074	USD	7.125	30/360 ISMA	Linear	1	01/06/2074	07/06/2074																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	01/03/2074	01/08/2074	USD	7.125	30/360 ISMA	Linear	1	07/06/2073	01/06/2074																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	06/30/2073	07/06/2073	USD	7.125	30/360 ISMA	Linear	1	01/06/2073	07/06/2073																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	01/03/2073	01/06/2073	USD	7.125	30/360 ISMA	Linear	1	07/06/2072	01/06/2073																							
Global Bonds	AESGEN 7.125% 03/26/79	AES GENER SA	USD	1	100	USP0607LAC74		03/26/2079					BBB	06/30/2072	07/06/2072	USD	7.125	30/360 ISMA	Linear	1	01/06/2072	07/06/2072																							
